error_code,error_desc,channel,issuer_bank,amount,bank_uptime_pct,attempts_made,label
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,ICIC,1113.04,98.9,1,TRANSIENT_TECHNICAL
UPI_DAILY_LIMIT_EXCEEDED,"Customer reached daily UPI transaction limit of Rs.1,00,000",UPI_AUTOPAY,ICIC,17122.02,98.9,1,SOFT_FINANCIAL
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,UTIB,4681.64,96.5,2,COMMERCIAL_DISPUTE
GATEWAY_ERROR,"downstream gateway error, retry after clearing window",UPI_AUTOPAY,UTIB,22723.53,96.5,3,TRANSIENT_TECHNICAL
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,KKBK,13617.84,97.8,1,COMMERCIAL_DISPUTE
GATEWAY_ERROR,"payment gateway ne response nahi diya, timeout ho gaya",UPI_AUTOPAY,HDFC,37848.89,99.4,1,TRANSIENT_TECHNICAL
GATEWAY_ERROR,"downstream gateway error, retry after clearing window",UPI_AUTOPAY,ICIC,2328.45,98.9,1,TRANSIENT_TECHNICAL
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,KKBK,33481.13,97.8,0,TRANSIENT_TECHNICAL
UPI_DAILY_LIMIT_EXCEEDED,"Customer reached daily UPI transaction limit of Rs.1,00,000",UPI_AUTOPAY,KKBK,15289.68,97.8,0,SOFT_FINANCIAL
UPI_DAILY_LIMIT_EXCEEDED,"limit exceed, transaction declined by bank",UPI_AUTOPAY,UTIB,19333.77,96.5,0,SOFT_FINANCIAL
CARD_EXPIRED,"card expiry ho gayi, naya card link karo",CARD_MANDATE,KKBK,36224.68,97.8,1,HARD_PERMANENT
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,SBIN,18760.69,78.2,0,TRANSIENT_TECHNICAL
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,KKBK,8290.1,97.8,0,HARD_PERMANENT
STOLEN_CARD,stolen card hotlisted by issuer,CARD_MANDATE,KKBK,22563.82,97.8,2,HARD_PERMANENT
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,KKBK,36440.03,97.8,3,BEHAVIORAL_DROPOFF
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,KKBK,9188.23,97.8,1,TRANSIENT_TECHNICAL
CHECKOUT_DROPPED_OFF,Customer abandoned session at shipping/payment step,MAGIC_CHECKOUT,SBIN,33639.97,78.2,3,BEHAVIORAL_DROPOFF
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,UTIB,14474.98,96.5,3,COMMERCIAL_DISPUTE
CARD_EXPIRED,Mandate card token expired; bank declined authorization,CARD_MANDATE,UTIB,12157.94,96.5,0,HARD_PERMANENT
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,KKBK,10777.85,97.8,0,HARD_PERMANENT
CART_ABANDONED_SHIPPING_FRICTION,User exited after shipping charge calculated,MAGIC_CHECKOUT,SBIN,1440.17,78.2,3,BEHAVIORAL_DROPOFF
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,UTIB,25279.72,96.5,1,COMMERCIAL_DISPUTE
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,SBIN,7338.42,78.2,0,TRANSIENT_TECHNICAL
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,ICIC,29708.11,98.9,0,HARD_PERMANENT
BANK_DEBIT_FAILED_TECHNICAL,debit attempt failed due to issuer switch congestion,UPI_AUTOPAY,HDFC,2677.72,99.4,0,TRANSIENT_TECHNICAL
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,HDFC,40545.66,99.4,1,COMMERCIAL_DISPUTE
MANDATE_AMOUNT_EXCEEDS_CAP,"mandate amount exceeds NPCI cap of Rs.1,00,000",UPI_AUTOPAY,UTIB,42453.61,96.5,2,SOFT_FINANCIAL
CHECKOUT_DROPPED_OFF,Customer abandoned session at shipping/payment step,MAGIC_CHECKOUT,HDFC,25779.18,99.4,1,BEHAVIORAL_DROPOFF
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,UTIB,39828.39,96.5,0,BEHAVIORAL_DROPOFF
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,ICIC,37488.4,98.9,2,BEHAVIORAL_DROPOFF
NPCI_TIMEOUT,"NPCI timeout, bank se confirmation nahi aaya",UPI_AUTOPAY,SBIN,42110.34,78.2,0,TRANSIENT_TECHNICAL
CHECKOUT_DROPPED_OFF,Customer abandoned session at shipping/payment step,MAGIC_CHECKOUT,SBIN,9791.28,78.2,0,BEHAVIORAL_DROPOFF
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,ICIC,38857.78,98.9,0,BEHAVIORAL_DROPOFF
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,HDFC,14378.07,99.4,1,COMMERCIAL_DISPUTE
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,ICIC,39598.5,98.9,0,COMMERCIAL_DISPUTE
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,ICIC,36996.99,98.9,0,SOFT_FINANCIAL
BANK_DEBIT_FAILED_TECHNICAL,Downstream bank gateway timeout during debit attempt,UPI_AUTOPAY,SBIN,11532.89,78.2,1,TRANSIENT_TECHNICAL
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,HDFC,24163.53,99.4,0,COMMERCIAL_DISPUTE
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,HDFC,40958.46,99.4,1,BEHAVIORAL_DROPOFF
INVALID_VPA_PERMANENT,"galat UPI ID, ye VPA exist nahi karti",UPI_AUTOPAY,HDFC,42147.18,99.4,3,HARD_PERMANENT
INSUFFICIENT_FUNDS,"account me paise nahi hai, balance insufficient",UPI_AUTOPAY,SBIN,38701.73,78.2,0,SOFT_FINANCIAL
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,UTIB,35561.21,96.5,0,BEHAVIORAL_DROPOFF
CARD_EXPIRED,"card expiry ho gayi, naya card link karo",CARD_MANDATE,UTIB,33214.74,96.5,3,HARD_PERMANENT
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,HDFC,37132.98,99.4,2,COMMERCIAL_DISPUTE
INVALID_VPA_PERMANENT,"VPA does not exist, invalid payee address",UPI_AUTOPAY,ICIC,19054.42,98.9,2,HARD_PERMANENT
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,UTIB,31345.11,96.5,3,TRANSIENT_TECHNICAL
BANK_DEBIT_FAILED_TECHNICAL,Issuer node degradation during 02:00 AM auto-debit window,UPI_AUTOPAY,UTIB,35637.46,96.5,0,TRANSIENT_TECHNICAL
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,SBIN,28347.3,78.2,0,HARD_PERMANENT
UPI_DAILY_LIMIT_EXCEEDED,"Customer reached daily UPI transaction limit of Rs.1,00,000",UPI_AUTOPAY,HDFC,7269.6,99.4,1,SOFT_FINANCIAL
CHECKOUT_DROPPED_OFF,OTP verification timed out during checkout,MAGIC_CHECKOUT,UTIB,35710.17,96.5,0,BEHAVIORAL_DROPOFF
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,SBIN,11877.72,78.2,2,BEHAVIORAL_DROPOFF
UPI_DAILY_LIMIT_EXCEEDED,"UPI daily cap khatam, kal retry karo",UPI_AUTOPAY,ICIC,9099.33,98.9,1,SOFT_FINANCIAL
MANDATE_AMOUNT_EXCEEDS_CAP,"mandate amount exceeds NPCI cap of Rs.1,00,000",UPI_AUTOPAY,UTIB,39462.15,96.5,3,SOFT_FINANCIAL
UPI_DAILY_LIMIT_EXCEEDED,"Customer reached daily UPI transaction limit of Rs.1,00,000",UPI_AUTOPAY,HDFC,42675.24,99.4,1,SOFT_FINANCIAL
INSUFFICIENT_FUNDS,Declined by customer bank due to low balance,UPI_AUTOPAY,UTIB,9081.52,96.5,2,SOFT_FINANCIAL
FRAUD_DETECTED,High-risk score flagged by issuer fraud detection switch,CARD_MANDATE,UTIB,27886.2,96.5,1,HARD_PERMANENT
INVALID_VPA_PERMANENT,"VPA does not exist, invalid payee address",UPI_AUTOPAY,HDFC,43119.83,99.4,0,HARD_PERMANENT
UPI_DAILY_LIMIT_EXCEEDED,"Customer reached daily UPI transaction limit of Rs.1,00,000",UPI_AUTOPAY,HDFC,32392.26,99.4,1,SOFT_FINANCIAL
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,HDFC,10256.11,99.4,0,BEHAVIORAL_DROPOFF
GATEWAY_ERROR,"downstream gateway error, retry after clearing window",UPI_AUTOPAY,ICIC,33640.39,98.9,1,TRANSIENT_TECHNICAL
CHECKOUT_DROPPED_OFF,user ne checkout beech me chhod diya,MAGIC_CHECKOUT,SBIN,27083.31,78.2,3,BEHAVIORAL_DROPOFF
INVOICE_APPROVAL_PENDING,Invoice stuck in enterprise procurement approval workflow,B2B_INVOICE,UTIB,8279.75,96.5,3,COMMERCIAL_DISPUTE
CHECKOUT_DROPPED_OFF,Customer abandoned session at shipping/payment step,MAGIC_CHECKOUT,ICIC,43930.52,98.9,0,BEHAVIORAL_DROPOFF
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,ICIC,26313.64,98.9,2,BEHAVIORAL_DROPOFF
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,HDFC,21205.36,99.4,3,BEHAVIORAL_DROPOFF
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,SBIN,32157.16,78.2,2,COMMERCIAL_DISPUTE
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,HDFC,4467.61,99.4,0,TRANSIENT_TECHNICAL
BANK_DEBIT_FAILED_TECHNICAL,"bank server busy, auto-debit fail ho gaya technical issue se",UPI_AUTOPAY,SBIN,21297.24,78.2,0,TRANSIENT_TECHNICAL
BANK_DEBIT_FAILED_TECHNICAL,Downstream bank gateway timeout during debit attempt,UPI_AUTOPAY,ICIC,22802.99,98.9,1,TRANSIENT_TECHNICAL
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,ICIC,6123.41,98.9,1,COMMERCIAL_DISPUTE
BANK_DEBIT_FAILED_TECHNICAL,Issuer node degradation during 02:00 AM auto-debit window,UPI_AUTOPAY,ICIC,7809.19,98.9,1,TRANSIENT_TECHNICAL
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,SBIN,4215.32,78.2,2,COMMERCIAL_DISPUTE
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,SBIN,11865.45,78.2,0,HARD_PERMANENT
BANK_DEBIT_FAILED_TECHNICAL,Issuer node degradation during 02:00 AM auto-debit window,UPI_AUTOPAY,UTIB,39251.12,96.5,3,TRANSIENT_TECHNICAL
INVALID_VPA_PERMANENT,"galat UPI ID, ye VPA exist nahi karti",UPI_AUTOPAY,UTIB,12874.35,96.5,0,HARD_PERMANENT
INVALID_VPA_PERMANENT,"galat UPI ID, ye VPA exist nahi karti",UPI_AUTOPAY,UTIB,40191.59,96.5,0,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,KKBK,38415.76,97.8,2,COMMERCIAL_DISPUTE
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,SBIN,6857.36,78.2,0,BEHAVIORAL_DROPOFF
FRAUD_DETECTED,High-risk score flagged by issuer fraud detection switch,CARD_MANDATE,UTIB,11857.29,96.5,2,HARD_PERMANENT
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,HDFC,44785.03,99.4,1,BEHAVIORAL_DROPOFF
BANK_DEBIT_FAILED_TECHNICAL,debit attempt failed due to issuer switch congestion,UPI_AUTOPAY,ICIC,44499.06,98.9,1,TRANSIENT_TECHNICAL
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,UTIB,5238.7,96.5,2,COMMERCIAL_DISPUTE
CHECKOUT_DROPPED_OFF,Customer abandoned session at shipping/payment step,MAGIC_CHECKOUT,ICIC,4391.38,98.9,3,BEHAVIORAL_DROPOFF
INVOICE_APPROVAL_PENDING,Invoice stuck in enterprise procurement approval workflow,B2B_INVOICE,SBIN,33796.91,78.2,3,COMMERCIAL_DISPUTE
INVALID_VPA_PERMANENT,"VPA does not exist, invalid payee address",UPI_AUTOPAY,KKBK,44910.6,97.8,0,HARD_PERMANENT
STOLEN_CARD,stolen card hotlisted by issuer,CARD_MANDATE,UTIB,41434.43,96.5,0,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,ICIC,1362.13,98.9,2,COMMERCIAL_DISPUTE
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,ICIC,26646.76,98.9,0,BEHAVIORAL_DROPOFF
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,HDFC,3830.71,99.4,3,COMMERCIAL_DISPUTE
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,ICIC,26819.95,98.9,0,COMMERCIAL_DISPUTE
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,KKBK,42800.09,97.8,0,COMMERCIAL_DISPUTE
UPI_DAILY_LIMIT_EXCEEDED,"Customer reached daily UPI transaction limit of Rs.1,00,000",UPI_AUTOPAY,SBIN,38874.76,78.2,3,SOFT_FINANCIAL
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,HDFC,33521.98,99.4,1,COMMERCIAL_DISPUTE
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,UTIB,11630.6,96.5,0,TRANSIENT_TECHNICAL
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,HDFC,38384.95,99.4,0,TRANSIENT_TECHNICAL
NPCI_TIMEOUT,Card network switch response timed out,UPI_AUTOPAY,ICIC,29192.77,98.9,2,TRANSIENT_TECHNICAL
CHECKOUT_DROPPED_OFF,Customer abandoned session at shipping/payment step,MAGIC_CHECKOUT,ICIC,22189.35,98.9,1,BEHAVIORAL_DROPOFF
INVOICE_APPROVAL_PENDING,Invoice stuck in enterprise procurement approval workflow,B2B_INVOICE,ICIC,30014.97,98.9,3,COMMERCIAL_DISPUTE
MANDATE_AMOUNT_EXCEEDS_CAP,"mandate amount exceeds NPCI cap of Rs.1,00,000",UPI_AUTOPAY,UTIB,20155.27,96.5,1,SOFT_FINANCIAL
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,KKBK,27094.87,97.8,0,COMMERCIAL_DISPUTE
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,KKBK,8547.93,97.8,2,TRANSIENT_TECHNICAL
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,HDFC,23197.21,99.4,1,TRANSIENT_TECHNICAL
INSUFFICIENT_FUNDS,Salary credit not yet posted; balance too low for auto-debit,UPI_AUTOPAY,UTIB,23821.61,96.5,2,SOFT_FINANCIAL
STOLEN_CARD,stolen card hotlisted by issuer,CARD_MANDATE,ICIC,21175.69,98.9,0,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,SBIN,44291.53,78.2,2,COMMERCIAL_DISPUTE
INVOICE_APPROVAL_PENDING,Invoice stuck in enterprise procurement approval workflow,B2B_INVOICE,KKBK,19361.81,97.8,1,COMMERCIAL_DISPUTE
BANK_DEBIT_FAILED_TECHNICAL,Downstream bank gateway timeout during debit attempt,UPI_AUTOPAY,HDFC,23200.48,99.4,1,TRANSIENT_TECHNICAL
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,HDFC,21016.08,99.4,2,TRANSIENT_TECHNICAL
UPI_DAILY_LIMIT_EXCEEDED,"UPI daily cap khatam, kal retry karo",UPI_AUTOPAY,ICIC,11616.99,98.9,0,SOFT_FINANCIAL
STOLEN_CARD,stolen card hotlisted by issuer,CARD_MANDATE,HDFC,33374.86,99.4,1,HARD_PERMANENT
FRAUD_DETECTED,High-risk score flagged by issuer fraud detection switch,CARD_MANDATE,UTIB,2226.64,96.5,1,HARD_PERMANENT
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,KKBK,32639.17,97.8,3,COMMERCIAL_DISPUTE
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,ICIC,43509.01,98.9,3,BEHAVIORAL_DROPOFF
FRAUD_DETECTED,High-risk score flagged by issuer fraud detection switch,CARD_MANDATE,SBIN,3703.36,78.2,1,HARD_PERMANENT
INVALID_VPA_PERMANENT,"VPA does not exist, invalid payee address",UPI_AUTOPAY,UTIB,24139.58,96.5,0,HARD_PERMANENT
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,HDFC,7892.92,99.4,1,TRANSIENT_TECHNICAL
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,KKBK,32720.56,97.8,0,BEHAVIORAL_DROPOFF
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,ICIC,4125.14,98.9,0,SOFT_FINANCIAL
ACCOUNT_CLOSED,"customer account closed, debit returned",UPI_AUTOPAY,HDFC,36755.19,99.4,2,HARD_PERMANENT
GATEWAY_ERROR,504 Gateway Timeout from NPCI switch,UPI_AUTOPAY,SBIN,21753.53,78.2,0,TRANSIENT_TECHNICAL
INSUFFICIENT_FUNDS,Mandate debit declined due to low card account balance,UPI_AUTOPAY,KKBK,8752.16,97.8,0,SOFT_FINANCIAL
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,UTIB,19099.61,96.5,0,BEHAVIORAL_DROPOFF
FRAUD_DETECTED,High-risk score flagged by issuer fraud detection switch,CARD_MANDATE,UTIB,43381.2,96.5,1,HARD_PERMANENT
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,KKBK,11069.05,97.8,0,HARD_PERMANENT
UPI_DAILY_LIMIT_EXCEEDED,"UPI daily cap khatam, kal retry karo",UPI_AUTOPAY,HDFC,15155.82,99.4,0,SOFT_FINANCIAL
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,UTIB,33220.85,96.5,1,TRANSIENT_TECHNICAL
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,HDFC,22039.33,99.4,1,TRANSIENT_TECHNICAL
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,SBIN,32199.92,78.2,1,HARD_PERMANENT
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,KKBK,14349.4,97.8,0,HARD_PERMANENT
INVALID_VPA_PERMANENT,"galat UPI ID, ye VPA exist nahi karti",UPI_AUTOPAY,UTIB,5438.06,96.5,1,HARD_PERMANENT
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,UTIB,1131.17,96.5,0,SOFT_FINANCIAL
GATEWAY_ERROR,"payment gateway ne response nahi diya, timeout ho gaya",UPI_AUTOPAY,ICIC,19826.8,98.9,1,TRANSIENT_TECHNICAL
INSUFFICIENT_FUNDS,"account me paise nahi hai, balance insufficient",UPI_AUTOPAY,KKBK,38434.58,97.8,2,SOFT_FINANCIAL
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,ICIC,32589.9,98.9,1,BEHAVIORAL_DROPOFF
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,UTIB,36028.83,96.5,3,TRANSIENT_TECHNICAL
FRAUD_DETECTED,High-risk score flagged by issuer fraud detection switch,CARD_MANDATE,ICIC,31142.94,98.9,0,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,SBIN,9136.09,78.2,1,COMMERCIAL_DISPUTE
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,UTIB,42448.79,96.5,1,COMMERCIAL_DISPUTE
INVOICE_APPROVAL_PENDING,Invoice stuck in enterprise procurement approval workflow,B2B_INVOICE,SBIN,25145.56,78.2,0,COMMERCIAL_DISPUTE
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,ICIC,30526.04,98.9,0,SOFT_FINANCIAL
STOLEN_CARD,stolen card hotlisted by issuer,CARD_MANDATE,HDFC,15329.85,99.4,0,HARD_PERMANENT
INSUFFICIENT_FUNDS,Declined by customer bank due to low balance,UPI_AUTOPAY,KKBK,10238.71,97.8,0,SOFT_FINANCIAL
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,HDFC,34700.02,99.4,1,COMMERCIAL_DISPUTE
INVALID_VPA_PERMANENT,"VPA does not exist, invalid payee address",UPI_AUTOPAY,KKBK,27271.77,97.8,0,HARD_PERMANENT
BANK_DEBIT_FAILED_TECHNICAL,debit attempt failed due to issuer switch congestion,UPI_AUTOPAY,UTIB,43326.55,96.5,3,TRANSIENT_TECHNICAL
CART_ABANDONED_SHIPPING_FRICTION,User exited after shipping charge calculated,MAGIC_CHECKOUT,KKBK,27512.19,97.8,3,BEHAVIORAL_DROPOFF
CART_ABANDONED_SHIPPING_FRICTION,User exited after shipping charge calculated,MAGIC_CHECKOUT,KKBK,4921.52,97.8,2,BEHAVIORAL_DROPOFF
CART_ABANDONED_SHIPPING_FRICTION,User exited after shipping charge calculated,MAGIC_CHECKOUT,ICIC,7234.22,98.9,0,BEHAVIORAL_DROPOFF
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,HDFC,7111.6,99.4,0,BEHAVIORAL_DROPOFF
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,HDFC,38216.91,99.4,1,COMMERCIAL_DISPUTE
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,SBIN,37599.47,78.2,1,TRANSIENT_TECHNICAL
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,KKBK,7871.7,97.8,0,COMMERCIAL_DISPUTE
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,ICIC,28398.56,98.9,0,SOFT_FINANCIAL
CHECKOUT_DROPPED_OFF,OTP verification timed out during checkout,MAGIC_CHECKOUT,UTIB,35467.05,96.5,0,BEHAVIORAL_DROPOFF
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,UTIB,40433.22,96.5,3,TRANSIENT_TECHNICAL
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,HDFC,20026.97,99.4,3,HARD_PERMANENT
ACCOUNT_CLOSED,"customer account closed, debit returned",UPI_AUTOPAY,HDFC,15355.34,99.4,1,HARD_PERMANENT
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,HDFC,17817.72,99.4,0,HARD_PERMANENT
CHECKOUT_DROPPED_OFF,OTP verification timed out during checkout,MAGIC_CHECKOUT,HDFC,44002.42,99.4,2,BEHAVIORAL_DROPOFF
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,UTIB,18209.13,96.5,2,HARD_PERMANENT
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,ICIC,40933.45,98.9,0,TRANSIENT_TECHNICAL
INVALID_VPA_PERMANENT,"VPA does not exist, invalid payee address",UPI_AUTOPAY,UTIB,20188.72,96.5,0,HARD_PERMANENT
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,ICIC,39967.72,98.9,3,TRANSIENT_TECHNICAL
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,ICIC,3974.87,98.9,1,TRANSIENT_TECHNICAL
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,SBIN,23516.56,78.2,1,COMMERCIAL_DISPUTE
INVOICE_APPROVAL_PENDING,Invoice stuck in enterprise procurement approval workflow,B2B_INVOICE,HDFC,23122.4,99.4,0,COMMERCIAL_DISPUTE
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,SBIN,1248.32,78.2,3,HARD_PERMANENT
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,SBIN,37483.69,78.2,0,TRANSIENT_TECHNICAL
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,HDFC,37902.78,99.4,0,TRANSIENT_TECHNICAL
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,HDFC,2337.48,99.4,2,HARD_PERMANENT
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,ICIC,25844.67,98.9,0,BEHAVIORAL_DROPOFF
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,SBIN,36281.17,78.2,1,BEHAVIORAL_DROPOFF
UPI_DAILY_LIMIT_EXCEEDED,"limit exceed, transaction declined by bank",UPI_AUTOPAY,KKBK,38033.26,97.8,0,SOFT_FINANCIAL
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,ICIC,30077.79,98.9,3,SOFT_FINANCIAL
UPI_DAILY_LIMIT_EXCEEDED,"limit exceed, transaction declined by bank",UPI_AUTOPAY,SBIN,32202.64,78.2,1,SOFT_FINANCIAL
INSUFFICIENT_FUNDS,Declined by customer bank due to low balance,UPI_AUTOPAY,ICIC,23336.56,98.9,0,SOFT_FINANCIAL
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,HDFC,6764.73,99.4,1,SOFT_FINANCIAL
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,HDFC,2985.34,99.4,0,TRANSIENT_TECHNICAL
